Date,Open,High,Low,Close,Volume,Adj Close
2016-07-25,222.270004,231.389999,221.369995,230.009995,4490700,230.009995
2016-07-22,221.990005,224.50,218.880005,222.270004,2579700,222.270004
2016-07-21,226.00,227.850006,219.100006,220.50,4428700,220.50
2016-07-20,226.470001,229.800003,225.00,228.360001,2568500,228.360001
2016-07-19,225.00,229.100006,224.75,225.259995,3115100,225.259995
2016-07-18,219.639999,227.089996,218.300003,226.25,3412100,226.25
2016-07-15,222.520004,222.75,219.639999,220.399994,2234200,220.399994
2016-07-14,223.119995,224.940002,221.050003,221.529999,2675800,221.529999
2016-07-13,225.50,225.589996,220.289993,222.529999,3567100,222.529999
2016-07-12,224.100006,227.50,223.220001,224.649994,4571300,224.649994
2016-07-11,219.960007,226.779999,219.509995,224.779999,5429800,224.779999
2016-07-08,217.800003,219.809998,214.50,216.779999,4074800,216.779999
2016-07-07,213.100006,218.119995,213.009995,215.940002,3612000,215.940002
2016-07-06,210.00,215.229996,209.00,214.440002,4919900,214.440002
2016-07-05,209.729996,214.539993,208.00,213.979996,5175300,213.979996
2016-07-01,206.139999,218.240005,206.00,216.50,5400000,216.50
2016-06-30,212.970001,213.50,209.020004,212.279999,4843100,212.279999
2016-06-29,205.130005,211.779999,203.00,210.190002,5994900,210.190002
2016-06-28,201.889999,204.050003,199.410004,201.789993,6212400,201.789993
2016-06-27,190.860001,198.809998,187.869995,198.550003,7205400,198.550003
2016-06-24,190.050003,195.119995,189.729996,193.149994,7026500,193.149994
2016-06-23,195.690002,197.550003,192.130005,196.399994,10130700,196.399994
2016-06-22,199.470001,205.949997,195.75,196.660004,23742400,196.660004
2016-06-21,220.679993,222.570007,218.809998,219.610001,4529000,219.610001
2016-06-20,219.50,223.75,218.229996,219.699997,3555500,219.699997
2016-06-17,217.809998,219.990005,214.50,215.470001,3112600,215.470001
2016-06-16,217.419998,218.039993,213.50,217.929993,2440300,217.929993
2016-06-15,216.949997,221.899994,215.130005,217.699997,2908500,217.699997
2016-06-14,218.880005,222.199997,212.529999,214.960007,3580200,214.960007
2016-06-13,219.50,225.770004,217.660004,217.869995,4193000,217.869995
2016-06-10,227.389999,227.970001,218.419998,218.789993,6026600,218.789993
2016-06-09,234.979996,235.330002,227.059998,229.360001,4492100,229.360001
2016-06-08,233.800003,240.850006,232.610001,235.520004,5972000,235.520004
2016-06-07,222.240005,234.440002,221.520004,232.339996,6213600,232.339996
2016-06-06,218.00,220.899994,215.449997,220.679993,2249500,220.679993
2016-06-03,220.00,221.940002,218.009995,218.990005,2229000,218.990005
2016-06-02,219.589996,219.910004,217.110001,218.960007,2032800,218.960007
2016-06-01,221.479996,222.399994,216.889999,219.559998,2982700,219.559998
2016-05-31,223.039993,224.75,221.50,223.229996,2789000,223.229996
2016-05-27,224.990005,225.929993,220.75,223.039993,3650300,223.039993
2016-05-26,220.50,225.259995,219.050003,225.119995,4072400,225.119995
2016-05-25,217.910004,221.360001,216.509995,219.580002,3126800,219.580002
2016-05-24,216.600006,218.740005,215.179993,217.910004,3013800,217.910004
2016-05-23,219.869995,222.600006,215.860001,216.220001,5102500,216.220001
2016-05-20,216.990005,220.550003,216.350006,220.279999,9007100,220.279999
2016-05-19,213.619995,216.789993,207.300003,215.210007,6866300,215.210007
2016-05-18,209.149994,215.309998,207.75,211.169998,5617500,211.169998
2016-05-17,209.050003,209.820007,204.020004,204.660004,2843600,204.660004
2016-05-16,208.149994,213.149994,207.919998,208.289993,2949400,208.289993
2016-05-13,207.779999,211.199997,206.699997,207.610001,2822800,207.610001
2016-05-12,211.440002,211.669998,203.660004,207.279999,3650500,207.279999
2016-05-11,207.589996,215.479996,206.050003,208.960007,5161900,208.960007
2016-05-10,207.550003,209.470001,205.00,208.690002,4070600,208.690002
2016-05-09,215.720001,216.149994,206.800003,208.919998,4776400,208.919998
2016-05-06,210.869995,216.369995,208.110001,214.929993,5685200,214.929993
2016-05-05,228.460007,228.639999,209.789993,211.529999,11254800,211.529999
2016-05-04,230.289993,234.460007,220.399994,222.559998,8262500,222.559998
2016-05-03,237.360001,238.910004,231.619995,232.320007,4302200,232.320007
2016-05-02,241.50,243.190002,234.820007,241.800003,3843900,241.800003
2016-04-29,248.139999,248.429993,237.809998,240.759995,5413800,240.759995
2016-04-28,249.850006,253.429993,247.440002,247.710007,2519000,247.710007
2016-04-27,252.75,255.00,249.399994,251.470001,3205800,251.470001
2016-04-26,252.050003,255.729996,249.389999,253.740005,3223800,253.740005
2016-04-25,253.009995,257.380005,250.759995,251.820007,3670300,251.820007
2016-04-22,248.889999,254.00,245.710007,253.75,3786300,253.75
2016-04-21,248.990005,250.899994,246.910004,248.289993,2783100,248.289993
2016-04-20,246.259995,253.660004,241.50,249.970001,5194100,249.970001
2016-04-19,253.119995,254.369995,241.25,247.369995,6357500,247.369995
2016-04-18,252.229996,258.309998,251.660004,253.880005,4271400,253.880005
2016-04-15,251.309998,254.600006,249.119995,254.509995,3752400,254.509995
2016-04-14,253.00,256.839996,251.050003,251.860001,4132200,251.860001
2016-04-13,248.509995,255.50,247.330002,254.529999,4925600,254.529999
2016-04-12,249.50,251.800003,243.630005,247.820007,5763200,247.820007
2016-04-11,251.00,258.98999,245.300003,249.919998,9161700,249.919998
2016-04-08,260.50,260.820007,248.020004,250.070007,7363900,250.070007
2016-04-07,266.450012,269.339996,254.509995,257.200012,8856200,257.200012
2016-04-06,253.970001,267.73999,253.449997,265.420013,11705500,265.420013
2016-04-05,240.50,256.559998,240.00,255.470001,9948700,255.470001
2016-04-04,249.119995,252.119995,243.639999,246.990005,13475300,246.990005
2016-04-01,244.830002,247.899994,233.25,237.589996,15997500,237.589996
2016-03-31,229.339996,237.419998,225.009995,229.770004,8012900,229.770004
2016-03-30,235.089996,235.50,226.50,226.889999,4033000,226.889999
2016-03-29,229.889999,232.380005,225.330002,230.130005,4014300,230.130005
2016-03-28,231.610001,234.809998,225.00,230.259995,3925700,230.259995
2016-03-24,215.779999,228.889999,215.00,227.75,4960900,227.75
2016-03-23,232.369995,234.729996,222.029999,222.580002,4948800,222.580002
2016-03-22,237.210007,238.990005,232.559998,234.240005,4316000,234.240005
2016-03-21,235.339996,239.880005,235.00,238.320007,5307800,238.320007
2016-03-18,229.100006,234.479996,228.059998,232.740005,4711800,232.740005
2016-03-17,221.470001,228.50,220.00,226.380005,3782900,226.380005
2016-03-16,218.00,222.580002,217.020004,221.929993,3516700,221.929993
2016-03-15,214.270004,218.970001,211.50,218.339996,3180500,218.339996
2016-03-14,212.649994,216.720001,210.639999,215.149994,4065700,215.149994
2016-03-11,207.929993,209.419998,205.330002,207.50,3343100,207.50
2016-03-10,210.00,213.289993,200.669998,205.179993,5192500,205.179993
2016-03-09,204.520004,209.369995,202.789993,208.720001,3208600,208.720001
2016-03-08,203.50,207.50,202.199997,202.600006,4178700,202.600006
2016-03-07,197.679993,209.699997,197.399994,205.289993,5329400,205.289993
2016-03-04,198.00,204.029999,197.50,201.039993,6489100,201.039993
2016-03-03,188.279999,197.419998,184.220001,195.740005,4829000,195.740005
2016-03-02,183.729996,188.520004,181.50,188.339996,4862400,188.339996
2016-03-01,194.25,195.949997,182.699997,186.350006,6712200,186.350006
2016-02-29,192.399994,196.350006,189.220001,191.929993,4499000,191.929993
2016-02-26,188.699997,192.00,185.00,190.339996,6065100,190.339996
2016-02-25,178.649994,188.520004,175.199997,187.429993,5750700,187.429993
2016-02-24,172.75,179.50,167.839996,179.00,5395600,179.00
2016-02-23,176.160004,181.729996,173.679993,177.210007,5984400,177.210007
2016-02-22,170.119995,178.910004,169.850006,177.740005,5060100,177.740005
2016-02-19,163.660004,167.490005,162.50,166.580002,2959400,166.580002
2016-02-18,172.419998,172.949997,164.770004,166.770004,3887600,166.770004
2016-02-17,159.00,169.339996,156.679993,168.679993,5825200,168.679993
2016-02-16,158.699997,162.949997,154.110001,155.169998,5593800,155.169998
2016-02-12,155.00,157.009995,143.699997,151.039993,7235800,151.039993
2016-02-11,152.00,163.259995,147.00,150.470001,14252400,150.470001
2016-02-10,150.50,154.970001,141.740005,143.669998,10406500,143.669998
2016-02-09,142.320007,159.789993,141.050003,148.25,8651600,148.25
2016-02-08,157.100006,157.149994,146.00,147.990005,9313000,147.990005
2016-02-05,171.300003,173.00,157.740005,162.600006,9437600,162.600006
2016-02-04,170.699997,175.979996,166.990005,175.330002,4385400,175.330002
2016-02-03,183.589996,183.940002,170.179993,173.479996,7931400,173.479996
2016-02-02,192.419998,193.119995,180.229996,182.779999,5773600,182.779999
2016-02-01,188.759995,199.520004,182.75,196.940002,5297600,196.940002
2016-01-29,189.949997,193.740005,188.080002,191.199997,2852300,191.199997
2016-01-28,190.789993,191.279999,182.410004,189.699997,4592800,189.699997
2016-01-27,192.380005,193.259995,185.770004,188.070007,3617200,188.070007
2016-01-26,196.699997,197.820007,188.880005,193.559998,4964200,193.559998
2016-01-25,200.059998,203.570007,195.880005,196.380005,2698700,196.380005
2016-01-22,204.800003,205.50,199.029999,202.550003,3124100,202.550003
2016-01-21,201.550003,203.229996,195.020004,199.970001,3166200,199.970001
2016-01-20,199.399994,201.279999,191.25,198.699997,5838600,198.699997
2016-01-19,208.710007,210.470001,200.779999,204.720001,4038700,204.720001
2016-01-15,198.970001,205.070007,197.25,204.990005,5322200,204.990005
2016-01-14,202.210007,210.00,193.380005,206.179993,6490700,206.179993
2016-01-13,212.009995,212.649994,200.00,200.309998,4126400,200.309998
2016-01-12,211.600006,213.740005,205.309998,209.970001,3091900,209.970001
2016-01-11,214.009995,214.449997,203.00,207.850006,4091400,207.850006
2016-01-08,217.860001,220.440002,210.770004,211.00,3628100,211.00
2016-01-07,214.190002,218.440002,213.669998,215.649994,3554300,215.649994
2016-01-06,220.00,220.050003,215.979996,219.039993,3779100,219.039993
2016-01-05,226.360001,226.889999,220.00,223.429993,3186800,223.429993
2016-01-04,230.720001,231.380005,219.00,223.410004,6827100,223.410004
2015-12-31,238.509995,243.449997,238.369995,240.009995,2683200,240.009995
2015-12-30,236.600006,243.630005,235.669998,238.089996,3697900,238.089996
2015-12-29,230.059998,237.720001,229.550003,237.190002,2406300,237.190002
2015-12-28,231.490005,231.979996,225.539993,228.949997,1901300,228.949997
2015-12-24,230.559998,231.880005,228.279999,230.570007,708000,230.570007
2015-12-23,232.179993,233.449997,228.130005,229.699997,1555000,229.699997
2015-12-22,234.990005,236.550003,229.630005,229.949997,1961500,229.949997
2015-12-21,231.690002,235.830002,231.080002,232.559998,1953200,232.559998
2015-12-18,232.889999,235.899994,229.289993,230.460007,3014200,230.460007
2015-12-17,233.940002,237.759995,229.809998,233.389999,3298600,233.389999
2015-12-16,222.100006,234.880005,220.729996,234.509995,5104300,234.509995
2015-12-15,221.820007,222.220001,218.00,221.089996,2244400,221.089996
2015-12-14,217.509995,220.919998,214.869995,218.580002,2827100,218.580002
2015-12-11,225.240005,225.75,216.639999,217.020004,3268700,217.020004
2015-12-10,224.710007,228.490005,223.639999,227.070007,2067000,227.070007
2015-12-09,226.699997,227.50,220.720001,224.520004,3057800,224.520004
2015-12-08,227.520004,228.800003,224.199997,226.720001,2687600,226.720001
2015-12-07,227.699997,235.630005,226.149994,231.130005,3144200,231.130005
2015-12-04,232.460007,233.270004,227.660004,230.380005,2573600,230.380005
2015-12-03,235.479996,237.449997,230.00,232.710007,2939600,232.710007
2015-12-02,237.00,238.600006,231.229996,231.990005,2981500,231.990005
2015-12-01,231.059998,238.00,231.050003,237.190002,3734000,237.190002
2015-11-30,231.789993,234.279999,229.080002,230.259995,2659800,230.259995
2015-11-27,231.059998,232.25,227.009995,231.610001,1949400,231.610001
2015-11-25,221.339996,230.830002,220.380005,229.639999,3990800,229.639999
2015-11-24,215.369995,221.00,215.00,218.25,2480300,218.25
2015-11-23,217.350006,219.179993,214.679993,217.75,2526200,217.75
2015-11-20,223.490005,225.00,213.580002,220.009995,4400700,220.009995
2015-11-19,220.539993,226.190002,220.300003,221.800003,2504400,221.800003
2015-11-18,214.50,221.380005,212.520004,221.070007,2811900,221.070007
2015-11-17,215.199997,216.00,211.399994,214.00,2148700,214.00
2015-11-16,206.089996,214.979996,205.800003,214.309998,2925400,214.309998
2015-11-13,212.949997,212.990005,206.520004,207.190002,3430300,207.190002
2015-11-12,217.850006,219.00,212.660004,212.940002,2915900,212.940002
2015-11-11,217.770004,219.479996,213.630005,219.080002,3347800,219.080002
2015-11-10,223.479996,223.699997,216.080002,216.50,4617000,216.50
2015-11-09,232.990005,232.990005,224.309998,225.330002,3850900,225.330002
2015-11-06,230.699997,233.360001,229.50,232.360001,2445300,232.360001
2015-11-05,230.580002,234.580002,229.190002,231.770004,4496800,231.770004
2015-11-04,227.00,232.740005,225.199997,231.630005,12726400,231.630005
2015-11-03,213.850006,214.440002,207.75,208.350006,8332500,208.350006
2015-11-02,208.919998,215.800003,207.220001,213.789993,3927900,213.789993
2015-10-30,210.399994,211.630005,203.889999,206.929993,4438900,206.929993
2015-10-29,211.75,213.75,210.639999,211.630005,1805000,211.630005
2015-10-28,211.309998,213.449997,208.300003,212.960007,2728600,212.960007
2015-10-27,214.839996,217.100006,207.509995,210.350006,3519400,210.350006
2015-10-26,211.380005,215.880005,210.00,215.259995,3391400,215.259995
2015-10-23,215.00,215.350006,207.690002,209.089996,4235500,209.089996
2015-10-22,211.559998,215.75,209.399994,211.720001,2825200,211.720001
2015-10-21,211.990005,214.809998,208.800003,210.089996,4151500,210.089996
2015-10-20,227.720001,228.600006,202.00,213.029999,14863300,213.029999
2015-10-19,226.50,231.149994,224.940002,228.100006,2507900,228.100006
2015-10-16,223.039993,230.479996,222.869995,227.009995,4334500,227.009995
2015-10-15,216.429993,221.729996,213.699997,221.309998,2844200,221.309998
2015-10-14,220.669998,220.949997,215.429993,216.880005,3104400,216.880005
2015-10-13,213.279999,222.520004,211.130005,219.25,5171500,219.25
2015-10-12,222.990005,223.00,215.270004,215.580002,3836300,215.580002
2015-10-09,220.929993,224.369995,218.360001,220.690002,6158400,220.690002
2015-10-08,230.080002,230.720001,221.309998,226.720001,6133200,226.720001
2015-10-07,236.630005,237.699997,229.119995,231.960007,6814000,231.960007
2015-10-06,240.00,243.029999,235.580002,241.460007,5225200,241.460007
2015-10-05,248.839996,249.839996,244.130005,246.149994,3689900,246.149994
2015-10-02,235.600006,247.699997,234.929993,247.570007,4424000,247.570007
2015-10-01,247.509995,248.50,237.130005,239.880005,4573000,239.880005
2015-09-30,252.00,252.399994,242.339996,248.399994,4929600,248.399994
2015-09-29,250.460007,254.729996,245.460007,246.649994,3703200,246.649994
2015-09-28,257.350006,259.790009,246.610001,248.429993,4901100,248.429993
2015-09-25,266.609985,266.910004,256.149994,256.910004,3773400,256.910004
2015-09-24,259.529999,263.450012,256.209991,263.119995,3448200,263.119995
2015-09-23,261.950012,262.079987,257.579987,261.059998,2600800,261.059998
2015-09-22,259.029999,262.649994,255.869995,260.940002,3664400,260.940002
2015-09-21,263.980011,271.570007,255.800003,264.200012,6120200,264.200012
2015-09-18,257.959991,263.820007,257.50,260.619995,3763100,260.619995
2015-09-17,263.959991,265.50,260.690002,262.070007,3585800,262.070007
2015-09-16,253.039993,262.880005,252.880005,262.25,4417100,262.25
2015-09-15,252.75,254.600006,249.50,253.570007,2933500,253.570007
2015-09-14,251.100006,254.25,249.669998,253.190002,2890900,253.190002
2015-09-11,247.639999,250.240005,244.729996,250.240005,2350800,250.240005
